# Simulation 1 (Up to date)
# 738 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (mm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
2.001,458.765,344.795,-116.687,344.915,116.856,10.706,-5.724e-4,10.706,-0.003,9.071,6.275,28.61,-80.6,9.791,0.062,-0.009,0.744,2.395,1562.727,387.767,0.168,0.002,1026.028,834.184,2.741,1.019,2.764e7,12.851,180.122,0.671,0.671,0.251,0.174,0.245,0.017,0.046,-2.284e-5,0,0,0,0,1.095e-6,0.044,70,38.485,88.15,-0.015,2.11,12.018,959.445,338.582,0.038,0.006
2.051,475.856,338.925,-114.158,339.042,114.172,11.155,-6.533e-4,11.155,-0.003,8.907,1.8,28.61,-80.6,9.791,0.11,-0.008,-0.537,0.915,1562.586,387.626,0.168,0.002,1024.506,834.158,2.719,1.002,2.713e7,6.201,169.122,0.653,0.653,0.254,0.15,0.25,0.03,0.082,4.713e-4,0,0,0,0,-5.902e-7,0.043,70,38.485,88.102,0.366,2.212,11.907,957.44,338.514,0.05,0.006
2.09,488.869,334.506,-112.649,334.62,112.673,11.496,-5.243e-4,11.496,-0.003,8.749,2.344,28.61,-80.6,9.791,0.025,-0.008,-6.017,2.912,1562.516,387.556,0.168,0.002,1024.462,834.146,2.719,0.989,2.675e7,2.609,163.356,0.649,0.649,0.256,0.146,0.247,0.007,0.018,1.548e-4,0,0,0,0,-7.6e-5,0.043,70,38.485,88.125,0.015,2.18,11.822,955.914,338.463,0.039,0.006
2.14,505.454,328.932,-109.354,329.044,109.491,11.929,-4.324e-4,11.929,-0.002,8.576,5.477,28.61,-80.6,9.791,0.057,-0.007,-0.098,0.165,1562.49,387.53,0.168,0.002,1022.973,834.141,2.698,0.973,2.627e7,1.102,156.854,0.645,0.645,0.258,0.144,0.243,0.015,0.042,-4.289e-4,0,0,0,0,-2.1e-8,0.042,70,38.485,88.131,-0.142,2.229,11.715,953.999,338.398,0.05,0.006
# Event BURNOUT occurred at t=2.158 seconds
# Event EJECTION_CHARGE occurred at t=2.158 seconds
2.158,511.513,326.914,-108.511,327.025,108.552,12.087,-4.895e-4,12.087,-0.002,8.513,2.987,28.61,-80.6,9.791,0.009,-0.006,-1.145,-0.178,1562.48,387.52,0.168,0.002,1023,834.139,2.698,0.967,2.61e7,0.234,154.549,0.644,0.644,0.259,0.144,0.241,0.002,0.006,-2.419e-4,0,0,0,0,-2.883e-6,0.042,70,38.485,88.106,0.109,2.244,11.675,953.322,338.374,0.018,0.006
2.186,520.532,323.932,-106.502,324.042,106.551,12.322,-4.684e-4,12.322,-0.002,8.44,3.204,28.61,-80.6,9.791,0.001,-0.006,0.289,-0.56,1562.48,387.52,0.168,0.002,1022.397,834.139,2.689,0.958,2.584e7,0,151.189,0.642,0.642,0.26,0.143,0.239,3.235e-4,5.267e-4,1.949e-4,0,0,0,0,1.868e-7,0.041,70,38.485,88.097,0.148,2.243,11.617,952.314,338.339,0.028,0.006
2.227,533.908,319.569,-103.411,319.677,103.463,12.67,-3.816e-4,12.67,-0.002,8.3,3.258,28.61,-80.6,9.791,0.004,-0.006,3.442,-0.025,1562.48,387.52,0.168,0.002,1021.353,834.139,2.674,0.945,2.547e7,0,146.365,0.639,0.639,0.262,0.142,0.236,0.001,0.002,1.819e-4,0,0,0,0,2.724e-5,0.041,70,38.485,88.11,-0.004,2.228,11.53,950.82,338.286,0.042,0.007
2.277,549.759,314.487,-99.869,314.592,99.959,13.082,-3.042e-4,13.082,-0.001,8.148,4.241,28.61,-80.6,9.791,0.036,-0.007,-0.499,0.383,1562.48,387.52,0.168,0.002,1019.823,834.139,2.653,0.93,2.503e7,0,140.882,0.637,0.637,0.264,0.14,0.233,0.009,0.025,2.382e-4,0,0,0,0,-5.91e-7,0.04,70,38.485,88.124,-0.099,2.164,11.427,949.049,338.223,0.05,0.007
2.327,565.36,309.575,-96.563,309.678,96.657,13.486,-2.582e-4,13.486,-0.001,8.005,4.263,28.61,-80.6,9.79,0.04,-0.008,-2.39,1.486,1562.48,387.52,0.168,0.002,1018.579,834.139,2.635,0.916,2.461e7,0,135.721,0.634,0.634,0.266,0.139,0.229,0.011,0.027,3.458e-4,0,0,0,0,-1.4e-5,0.04,70,38.485,88.148,-0.112,2.111,11.325,947.306,338.162,0.05,0.007
2.377,580.719,304.822,-93.559,304.924,93.567,13.882,-3.202e-4,13.882,-0.001,7.876,1.202,28.61,-80.6,9.79,0.062,-0.009,4.011,1.863,1562.48,387.52,0.168,0.002,1017.203,834.139,2.615,0.902,2.421e7,0,130.855,0.631,0.631,0.268,0.137,0.226,0.016,0.042,9.828e-5,0,0,0,0,4.066e-5,0.039,70,38.485,88.134,0.159,2.06,11.225,945.59,338.101,0.05,0.007
2.427,595.845,300.225,-90.495,300.325,90.497,14.272,-2.722e-4,14.272,-0.001,7.727,0.605,28.61,-80.6,9.79,0.064,-0.009,-2.784,1.418,1562.48,387.52,0.168,0.002,1016.07,834.139,2.599,0.889,2.381e7,0,126.056,0.628,0.628,0.269,0.136,0.223,0.017,0.044,-4.779e-4,0,0,0,0,-2.02e-5,0.038,70,38.485,88.126,0.112,2.059,11.127,943.9,338.042,0.05,0.007
2.477,610.744,295.778,-87.527,295.875,87.552,14.655,-1.698e-4,14.655,-6.638e-4,7.596,2.07,28.61,-80.6,9.79,0.031,-0.008,-0.967,1.571,1562.48,387.52,0.168,0.002,1015.35,834.139,2.589,0.876,2.343e7,0,121.492,0.624,0.624,0.27,0.135,0.22,0.008,0.02,-4.077e-4,0,0,0,0,-2.511e-6,0.038,70,38.485,88.119,-0.08,2.005,11.03,942.235,337.983,0.05,0.007
2.527,625.425,291.472,-84.687,291.568,84.81,15.032,-1.533e-4,15.032,-5.843e-4,7.467,4.574,28.61,-80.6,9.79,0.072,-0.008,1.989,0.916,1562.48,387.52,0.168,0.002,1013.941,834.139,2.569,0.863,2.306e7,0,117.185,0.621,0.621,0.27,0.134,0.217,0.018,0.048,-2.9e-4,0,0,0,0,1.094e-5,0.037,70,38.485,88.169,-0.068,1.903,10.935,940.595,337.925,0.05,0.007
2.577,639.893,287.3,-82.129,287.394,82.182,15.402,-1.74e-4,15.402,-6.474e-4,7.351,2.96,28.61,-80.6,9.79,0.021,-0.007,-2.537,1.103,1562.48,387.52,0.168,0.002,1013.5,834.139,2.562,0.851,2.271e7,0,113.115,0.618,0.618,0.271,0.133,0.214,0.005,0.014,-3.373e-4,0,0,0,0,-1.831e-5,0.037,70,38.485,88.166,-0.002,1.944,10.841,938.979,337.868,0.05,0.007
2.627,654.157,283.255,-79.754,283.347,79.754,15.766,-2.075e-4,15.766,-7.54e-4,7.236,0.254,28.61,-80.6,9.79,0.075,-0.008,1.089,0.515,1562.48,387.52,0.168,0.002,1012.056,834.139,2.542,0.839,2.236e7,0,109.263,0.615,0.615,0.271,0.132,0.211,0.019,0.048,-1.642e-4,0,0,0,0,3.472e-6,0.036,70,38.485,88.121,0.064,1.942,10.748,937.385,337.812,0.05,0.007
2.677,668.221,279.33,-77.302,279.42,77.388,16.126,-1.661e-4,16.126,-5.901e-4,7.118,3.642,28.61,-80.6,9.79,0.053,-0.007,2.058,0.298,1562.48,387.52,0.168,0.002,1011.408,834.139,2.532,0.827,2.203e7,0,105.609,0.612,0.612,0.272,0.131,0.209,0.014,0.034,-3.038e-4,0,0,0,0,1.275e-5,0.036,70,38.485,88.165,-0.025,1.917,10.657,935.814,337.757,0.05,0.007
2.727,682.092,275.518,-75.16,275.607,75.169,16.479,-1.609e-4,16.479,-5.594e-4,7.013,1.183,28.61,-80.6,9.79,0.037,-0.007,1.473,0.035,1562.48,387.52,0.168,0.002,1010.746,834.139,2.523,0.816,2.171e7,0,102.141,0.609,0.609,0.272,0.13,0.207,0.009,0.024,-1.84e-4,0,0,0,0,6.71e-6,0.035,70,38.485,88.133,0.017,1.901,10.566,934.264,337.702,0.05,0.007
2.777,695.775,271.815,-72.997,271.903,73.052,16.827,-1.202e-4,16.827,-4.092e-4,6.905,2.83,28.61,-80.6,9.79,0.03,-0.007,1.007,0.065,1562.48,387.52,0.168,0.002,1010.038,834.139,2.513,0.805,2.139e7,0,98.848,0.606,0.606,0.273,0.129,0.204,0.008,0.019,-4.342e-5,0,0,0,0,3.223e-6,0.035,70,38.485,88.158,9.903e-4,1.896,10.477,932.735,337.648,0.05,0.007
2.827,709.275,268.214,-71.031,268.301,71.05,17.169,-9.083e-5,17.169,-3.031e-4,6.797,1.661,28.61,-80.6,9.79,0.016,-0.007,0.313,0.07,1562.48,387.52,0.168,0.002,1009.429,834.139,2.504,0.795,2.109e7,0,95.718,0.604,0.604,0.273,0.128,0.202,0.004,0.01,-1.653e-5,0,0,0,0,3.204e-7,0.034,70,38.485,88.128,0.003,1.998,10.39,931.227,337.595,0.05,0.008
2.877,722.598,264.712,-69.138,264.796,69.148,17.506,-7.043e-5,17.506,-2.305e-4,6.7,1.14,28.61,-80.6,9.79,0.036,-0.007,-0.164,0.089,1562.48,387.52,0.168,0.002,1008.514,834.139,2.491,0.785,2.079e7,0,92.735,0.601,0.601,0.274,0.127,0.2,0.009,0.023,-3.705e-4,0,0,0,0,-9.041e-8,0.034,70,38.485,88.09,-0.018,2.01,10.303,929.739,337.543,0.05,0.008
2.927,735.748,261.302,-67.249,261.385,67.328,17.84,-7.477e-5,17.84,-2.401e-4,6.609,3.249,28.61,-80.6,9.79,0.058,-0.007,0.594,-0.062,1562.48,387.52,0.168,0.002,1007.606,834.139,2.478,0.775,2.05e7,0,89.892,0.599,0.599,0.274,0.127,0.198,0.014,0.036,3.776e-4,0,0,0,0,1.215e-6,0.033,70,38.485,88.135,0.037,1.971,10.218,928.269,337.491,0.05,0.008
2.977,748.729,257.981,-65.583,258.063,65.592,18.167,-3.326e-5,18.167,-1.049e-4,6.506,1.051,28.61,-80.6,9.79,0.037,-0.007,0.029,-0.026,1562.48,387.52,0.168,0.002,1007.162,834.139,2.472,0.765,2.022e7,0,87.179,0.597,0.597,0.275,0.126,0.196,0.009,0.022,-1.805e-5,0,0,0,0,0,0.033,70,38.485,88.113,-0.017,1.97,10.133,926.819,337.44,0.05,0.008
3.027,761.547,254.745,-63.888,254.826,63.924,18.49,-1.778e-5,18.49,-5.509e-5,6.42,2.147,28.61,-80.6,9.79,0.016,-0.007,-0.078,0.033,1562.48,387.52,0.168,0.002,1006.751,834.139,2.466,0.755,1.994e7,0,84.588,0.594,0.594,0.275,0.125,0.194,0.004,0.01,3.969e-4,0,0,0,0,-2.195e-8,0.033,70,38.485,88.116,0.014,1.955,10.05,925.387,337.389,0.05,0.008
3.077,774.205,251.59,-62.317,251.669,62.34,18.809,2.1e-5,18.809,6.398e-5,6.329,1.696,28.61,-80.6,9.79,0.004,-0.007,-0.12,0.004,1562.48,387.52,0.168,0.002,1006.269,834.139,2.459,0.746,1.968e7,0,82.112,0.592,0.592,0.276,0.124,0.192,9.428e-4,0.002,1.341e-4,0,0,0,0,-5.367e-8,0.032,70,38.485,88.119,-0.023,1.933,9.968,923.973,337.339,0.05,0.008
3.127,786.707,248.512,-60.791,248.591,60.824,19.123,2.872e-5,19.123,8.604e-5,6.24,2.016,28.61,-80.6,9.79,0.015,-0.007,0.011,-0.027,1562.48,387.52,0.168,0.002,1005.585,834.139,2.449,0.737,1.942e7,0,79.745,0.59,0.59,0.276,0.124,0.191,0.004,0.009,3.155e-4,0,0,0,0,0,0.032,70,38.485,88.121,0.003,1.974,9.886,922.576,337.29,0.05,0.008
3.177,799.058,245.509,-59.363,245.586,59.378,19.433,5.088e-5,19.433,1.5e-4,6.147,1.328,28.61,-80.6,9.79,0.018,-0.007,-0.564,-0.038,1562.48,387.52,0.168,0.002,1004.995,834.139,2.441,0.728,1.916e7,0,77.481,0.588,0.588,0.276,0.123,0.189,0.005,0.011,-5.538e-5,0,0,0,0,-1.24e-6,0.031,70,38.485,88.081,0.043,2.078,9.806,921.196,337.241,0.05,0.008
3.227,811.259,242.576,-57.967,242.652,57.986,19.738,1.202e-4,19.738,3.49e-4,6.07,1.484,28.61,-80.6,9.79,0.009,-0.007,-0.138,-0.056,1562.48,387.52,0.168,0.002,1004.562,834.139,2.435,0.72,1.892e7,0,75.309,0.586,0.586,0.277,0.122,0.187,0.002,0.005,1.624e-4,0,0,0,0,-7.588e-8,0.031,70,38.485,88.051,-0.006,2.114,9.727,919.833,337.193,0.05,0.008
3.277,823.316,239.712,-56.611,239.786,56.653,20.04,1.719e-4,20.04,4.915e-4,5.993,2.18,28.61,-80.6,9.79,0.03,-0.007,0.153,-0.053,1562.48,387.52,0.168,0.002,1003.844,834.139,2.424,0.711,1.868e7,0,73.227,0.585,0.585,0.277,0.122,0.186,0.007,0.018,-4.903e-4,0,0,0,0,9.565e-8,0.031,70,38.485,88.068,-0.013,2.149,9.648,918.486,337.146,0.05,0.008
3.327,835.232,236.913,-55.367,236.986,55.379,20.337,2.086e-4,20.337,5.876e-4,5.902,1.153,28.61,-80.6,9.79,0.024,-0.007,-0.909,-0.183,1562.48,387.52,0.168,0.002,1003.417,834.139,2.418,0.703,1.844e7,0,71.23,0.583,0.583,0.277,0.121,0.184,0.006,0.014,4.647e-4,0,0,0,0,-3.459e-6,0.03,70,38.485,88.039,0.013,2.206,9.571,917.154,337.099,0.05,0.008
3.377,847.009,234.176,-54.131,234.248,54.147,20.631,2.596e-4,20.631,7.21e-4,5.835,1.307,28.61,-80.6,9.79,0.013,-0.007,0.475,0.029,1562.48,387.52,0.168,0.002,1003.057,834.139,2.413,0.695,1.821e7,0,69.31,0.581,0.581,0.278,0.121,0.183,0.003,0.008,-2.252e-4,0,0,0,0,9.674e-7,0.03,70,38.485,88.02,0.004,2.152,9.494,915.839,337.053,0.05,0.008
3.427,858.65,231.499,-52.915,231.571,52.969,20.921,3.146e-4,20.921,8.616e-4,5.764,2.39,28.61,-80.6,9.79,0.051,-0.007,-0.263,0.025,1562.48,387.52,0.168,0.002,1002.227,834.139,2.401,0.687,1.798e7,0,67.467,0.58,0.58,0.278,0.12,0.181,0.012,0.03,3.534e-4,0,0,0,0,-3.027e-7,0.03,70,38.485,88.07,0.029,2.17,9.419,914.538,337.007,0.05,0.008
3.477,870.159,228.881,-51.833,228.951,51.84,21.206,3.914e-4,21.206,0.001,5.663,0.863,28.61,-80.6,9.79,0.037,-0.007,-1.578,0.187,1562.48,387.52,0.168,0.002,1001.937,834.139,2.397,0.68,1.776e7,0,65.696,0.578,0.578,0.278,0.12,0.18,0.009,0.022,-2.401e-4,0,0,0,0,-1.116e-5,0.029,70,38.485,88.021,0.012,2.275,9.344,913.252,336.961,0.05,0.009
3.527,881.539,226.317,-50.734,226.387,50.744,21.488,4.685e-4,21.488,0.001,5.608,1.016,28.61,-80.6,9.79,0.026,-0.007,0.787,-0.115,1562.48,387.52,0.168,0.002,1001.632,834.139,2.393,0.672,1.755e7,0,63.988,0.576,0.576,0.279,0.119,0.179,0.006,0.015,-4.67e-4,0,0,0,0,2.839e-6,0.029,70,38.485,87.969,0.007,2.224,9.27,911.981,336.917,0.05,0.009
3.577,892.792,223.807,-49.637,223.876,49.692,21.767,5.414e-4,21.767,0.001,5.555,2.348,28.61,-80.6,9.789,0.059,-0.007,-0.809,-0.084,1562.48,387.52,0.168,0.002,1000.905,834.139,2.382,0.665,1.734e7,0,62.346,0.575,0.575,0.279,0.119,0.177,0.014,0.034,-1.022e-4,0,0,0,0,-3.068e-6,0.029,70,38.485,88.046,0.032,2.179,9.197,910.724,336.872,0.05,0.009
3.627,903.921,221.35,-48.668,221.417,48.679,22.042,6.368e-4,22.042,0.002,5.454,1.034,28.61,-80.6,9.789,0.022,-0.007,-1.605,0.008,1562.48,387.52,0.168,0.002,1000.9,834.139,2.382,0.658,1.713e7,0,60.764,0.574,0.574,0.279,0.118,0.176,0.005,0.012,-3.861e-4,0,0,0,0,-1.235e-5,0.028,70,38.485,88.043,0.03,2.202,9.125,909.48,336.828,0.05,0.009
3.677,914.928,218.942,-47.688,219.008,47.702,22.314,7.496e-4,22.314,0.002,5.393,1.143,28.61,-80.6,9.789,0.013,-0.007,0.67,-0.051,1562.48,387.52,0.168,0.002,1000.616,834.139,2.378,0.65,1.693e7,0,59.24,0.572,0.572,0.28,0.118,0.175,0.003,0.007,-1.341e-5,0,0,0,0,2.2e-6,0.028,70,38.485,87.986,0.009,2.221,9.053,908.25,336.785,0.05,0.009
3.727,925.816,216.581,-46.744,216.647,46.759,22.582,8.492e-4,22.582,0.002,5.34,1.207,28.61,-80.6,9.789,0.007,-0.007,0.212,-0.017,1562.48,387.52,0.168,0.002,1000.332,834.139,2.374,0.644,1.673e7,0,57.768,0.571,0.571,0.28,0.117,0.174,0.002,0.004,3.087e-4,0,0,0,0,2.245e-7,0.028,70,38.485,87.993,0.002,2.171,8.982,907.034,336.742,0.05,0.009
3.777,936.587,214.267,-45.818,214.332,45.849,22.847,9.347e-4,22.847,0.002,5.277,1.699,28.61,-80.6,9.789,0.029,-0.007,-0.377,-0.027,1562.48,387.52,0.168,0.002,999.765,834.139,2.366,0.637,1.654e7,0,56.349,0.569,0.569,0.28,0.117,0.173,0.007,0.016,2.541e-4,0,0,0,0,-7.279e-7,0.027,70,38.485,88.045,-0.003,2.135,8.912,905.831,336.7,0.05,0.009
3.827,947.243,211.998,-44.97,212.061,44.978,23.109,0.001,23.109,0.002,5.197,0.848,28.61,-80.6,9.789,0.027,-0.007,-0.858,0.077,1562.48,387.52,0.168,0.002,999.46,834.139,2.362,0.63,1.635e7,0,54.979,0.568,0.568,0.28,0.116,0.172,0.007,0.015,-8.844e-6,0,0,0,0,-3.845e-6,0.027,70,38.485,88.03,0.032,2.087,8.843,904.64,336.658,0.05,0.009
3.877,957.787,209.771,-44.112,209.834,44.126,23.368,0.001,23.368,0.003,5.152,1.116,28.61,-80.6,9.789,0.006,-0.007,1.17,-0.16,1562.48,387.52,0.168,0.002,999.367,834.139,2.36,0.624,1.616e7,0,53.654,0.567,0.567,0.281,0.116,0.171,0.001,0.003,3.659e-5,0,0,0,0,7.301e-6,0.027,70,38.485,88.027,0.014,1.977,8.774,903.462,336.616,0.05,0.009
3.927,968.221,207.585,-43.281,207.648,43.306,23.624,0.001,23.624,0.003,5.098,1.452,28.61,-80.6,9.789,0.022,-0.007,-0.587,0.006,1562.48,387.52,0.168,0.002,998.903,834.139,2.354,0.617,1.598e7,0,52.375,0.566,0.566,0.281,0.115,0.17,0.005,0.013,1.188e-4,0,0,0,0,-1.876e-6,0.027,70,38.485,88.084,-0.006,1.911,8.707,902.296,336.575,0.05,0.009
3.977,978.546,205.441,-42.495,205.503,42.515,23.877,0.001,23.877,0.003,5.022,1.322,28.61,-80.6,9.789,0.014,-0.007,0.479,0.083,1562.48,387.52,0.168,0.002,998.693,834.139,2.351,0.611,1.58e7,0,51.14,0.565,0.565,0.281,0.115,0.169,0.003,0.008,-4.297e-4,0,0,0,0,1.276e-6,0.026,70,38.485,88.094,-0.003,1.94,8.639,901.143,336.534,0.05,0.009
4.027,988.766,203.336,-41.748,203.396,41.756,24.127,0.001,24.127,0.003,4.958,0.794,28.61,-80.6,9.789,0.025,-0.007,-0.802,0.014,1562.48,387.52,0.168,0.002,998.306,834.139,2.345,0.605,1.563e7,0,49.946,0.563,0.563,0.281,0.115,0.168,0.006,0.014,1.878e-5,0,0,0,0,-3.657e-6,0.026,70,38.485,88.029,-0.004,1.979,8.573,900.001,336.494,0.05,0.009
4.077,998.881,201.267,-41.002,201.327,41.013,24.374,0.001,24.374,0.003,4.923,0.949,28.61,-80.6,9.789,0.011,-0.007,0.573,0.026,1562.48,387.52,0.168,0.002,998.179,834.139,2.343,0.599,1.546e7,0,48.789,0.562,0.562,0.281,0.114,0.167,0.003,0.007,3.964e-4,0,0,0,0,1.902e-6,0.026,70,38.485,88.009,0.025,1.957,8.507,898.871,336.454,0.05,0.01
4.127,1008.893,199.235,-40.275,199.294,40.295,24.619,0.001,24.619,0.003,4.875,1.296,28.61,-80.6,9.789,0.019,-0.007,-0.468,-0.031,1562.48,387.52,0.168,0.002,997.85,834.139,2.339,0.593,1.529e7,0,47.672,0.561,0.561,0.282,0.114,0.166,0.004,0.011,-4.631e-4,0,0,0,0,-1.295e-6,0.026,70,38.485,88.06,0.029,1.926,8.442,897.8,336.415,0.05,0.01
4.177,1018.805,197.239,-39.584,197.297,39.603,24.861,0.001,24.861,0.003,4.805,1.25,28.61,-80.6,9.789,0.017,-0.007,0.506,-0.058,1562.48,387.52,0.168,0.002,997.624,834.139,2.335,0.587,1.512e7,0,46.591,0.56,0.56,0.282,0.114,0.165,0.004,0.009,-1.206e-4,0,0,0,0,1.543e-6,0.025,70,38.485,88.074,0.019,1.945,8.378,896.745,336.376,0.05,0.01
4.227,1028.617,195.276,-38.921,195.334,38.935,25.099,0.002,25.099,0.004,4.743,1.016,28.61,-80.6,9.789,0.002,-0.007,-0.703,-0.373,1562.48,387.52,0.168,0.002,997.542,834.139,2.334,0.581,1.496e7,0,45.544,0.559,0.559,0.282,0.113,0.164,4.656e-4,6.426e-4,4.984e-5,0,0,0,0,-3.041e-6,0.025,70,38.485,88.018,0.019,2.031,8.314,895.702,336.337,0.05,0.01
4.277,1038.333,193.346,-38.284,193.403,38.29,25.335,0.002,25.335,0.004,4.7,0.651,28.61,-80.6,9.789,0.032,-0.007,-0.643,-0.041,1562.48,387.52,0.168,0.002,997.01,834.139,2.327,0.575,1.48e7,0,44.529,0.558,0.558,0.282,0.113,0.163,0.008,0.017,3.381e-4,0,0,0,0,-2.596e-6,0.025,70,38.485,87.957,0.006,2.064,8.251,894.668,336.299,0.05,0.01
4.327,1047.953,191.448,-37.63,191.505,37.654,25.569,0.002,25.569,0.004,4.665,1.341,28.61,-80.6,9.789,0.029,-0.007,-0.671,0.029,1562.48,387.52,0.168,0.002,996.827,834.139,2.324,0.57,1.465e7,0,43.545,0.557,0.557,0.282,0.113,0.162,0.007,0.016,3.411e-4,0,0,0,0,-2.889e-6,0.025,70,38.485,87.975,-0.011,2.14,8.188,893.645,336.261,0.05,0.01
4.377,1057.478,189.582,-37.03,189.638,37.044,25.801,0.002,25.801,0.004,4.595,1.028,28.61,-80.6,9.789,0.003,-0.007,1.324,-0.592,1562.48,387.52,0.168,0.002,996.889,834.139,2.325,0.564,1.449e7,0,42.591,0.556,0.556,0.283,0.112,0.161,5.935e-4,0.001,2.913e-4,0,0,0,0,1.146e-5,0.024,70,38.485,87.968,0.011,2.219,8.126,892.632,336.223,0.05,0.01
4.427,1066.911,187.745,-36.439,187.8,36.452,26.029,0.002,26.029,0.004,4.544,0.941,28.61,-80.6,9.789,0.005,-0.007,-0.403,-0.083,1562.48,387.52,0.168,0.002,996.668,834.139,2.322,0.559,1.434e7,0,41.665,0.555,0.555,0.283,0.112,0.161,0.001,0.002,-1.602e-4,0,0,0,0,-1.084e-6,0.024,70,38.485,87.911,0.029,2.269,8.065,891.628,336.186,0.05,0.01
4.477,1076.253,185.938,-35.862,185.992,35.876,26.256,0.002,26.256,0.004,4.501,0.983,28.61,-80.6,9.789,4.531e-4,-0.007,-0.455,0.182,1562.48,387.52,0.168,0.002,996.522,834.139,2.32,0.554,1.42e7,0,40.766,0.555,0.555,0.283,0.112,0.16,1.071e-4,-1.066e-4,3.147e-4,0,0,0,0,-1.403e-6,0.024,70,38.485,87.876,0.012,2.371,8.004,890.635,336.15,0.05,0.01
4.527,1085.506,184.158,-35.312,184.212,35.319,26.479,0.002,26.479,0.004,4.455,0.742,28.61,-80.6,9.789,0.022,-0.007,-0.539,0.016,1562.48,387.52,0.168,0.002,996.12,834.139,2.314,0.548,1.405e7,0,39.892,0.554,0.554,0.283,0.111,0.159,0.005,0.012,-2.775e-4,0,0,0,0,-2.008e-6,0.024,70,38.485,87.856,-8.328e-4,2.38,7.944,889.65,336.113,0.05,0.01
4.577,1094.67,182.407,-34.761,182.46,34.773,26.701,0.002,26.701,0.004,4.418,0.912,28.61,-80.6,9.789,0.003,-0.007,0.732,-0.11,1562.48,387.52,0.168,0.002,996.136,834.139,2.314,0.543,1.391e7,0,39.042,0.553,0.553,0.283,0.111,0.158,8.004e-4,0.002,1.338e-5,0,0,0,0,3.782e-6,0.023,70,38.485,87.871,0.017,2.323,7.885,888.676,336.077,0.05,0.01
4.627,1103.747,180.682,-34.222,180.735,34.243,26.921,0.002,26.921,0.005,4.367,1.204,28.61,-80.6,9.789,0.027,-0.007,-0.303,0.018,1562.48,387.52,0.168,0.002,995.723,834.139,2.308,0.538,1.376e7,0,38.217,0.552,0.552,0.283,0.111,0.158,0.006,0.015,3.794e-4,0,0,0,0,-6.606e-7,0.023,70,38.485,87.907,0.016,2.337,7.826,887.71,336.041,0.05,0.01
4.677,1112.738,178.984,-33.718,179.036,33.731,27.138,0.002,27.138,0.005,4.305,0.918,28.61,-80.6,9.789,8.059e-4,-0.007,0.67,0.648,1562.48,387.52,0.168,0.002,995.836,834.139,2.31,0.533,1.363e7,0,37.414,0.551,0.551,0.284,0.111,0.157,1.897e-4,4.186e-4,-3.944e-4,0,0,0,0,3.293e-6,0.023,70,38.485,87.885,0.004,2.347,7.767,886.754,336.006,0.05,0.011
4.727,1121.645,177.31,-33.227,177.362,33.234,27.352,0.002,27.352,0.005,4.266,0.689,28.61,-80.6,9.789,0.021,-0.007,-0.157,-0.013,1562.48,387.52,0.168,0.002,995.474,834.139,2.305,0.528,1.349e7,0,36.634,0.55,0.55,0.284,0.11,0.156,0.005,0.012,-2.574e-4,0,0,0,0,-1.831e-7,0.023,70,38.485,87.842,-6.276e-4,2.318,7.709,885.806,335.971,0.05,0.011
4.777,1130.47,175.661,-32.734,175.712,32.746,27.564,0.002,27.564,0.005,4.235,0.866,28.61,-80.6,9.789,0.001,-0.007,0.501,0.195,1562.48,387.52,0.168,0.002,995.532,834.139,2.306,0.523,1.335e7,0,35.875,0.55,0.55,0.284,0.11,0.156,3.407e-4,9.928e-4,-3.789e-4,0,0,0,0,1.907e-6,0.022,70,38.485,87.852,0.023,2.319,7.652,884.867,335.936,0.05,0.011
4.827,1139.212,174.036,-32.255,174.087,32.272,27.775,0.002,27.775,0.005,4.186,1.052,28.61,-80.6,9.789,0.02,-0.007,0.03,0.018,1562.48,387.52,0.168,0.002,995.199,834.139,2.301,0.518,1.322e7,0,35.137,0.549,0.549,0.284,0.11,0.155,0.005,0.011,-2.196e-5,0,0,0,0,7.088e-9,0.022,70,38.485,87.88,0.028,2.342,7.595,883.938,335.902,0.05,0.011
